Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z2, 1, 4, 4K, 162000.000000, 0.004665, 34726688.102894, 34726688.000000, 2.639895, 6, 1.360206, 15459776.443282, 15459776.443282
Z2, 2, 4, 4K, 193552.000000, 0.005329, 36320510.414712, 36320504.000000, 2.639895, 6, 1.360206, 15778540.905645, 15778540.905645
Z2, 3, 4, 4K, 211240.000000, 0.005887, 35882452.862239, 35882448.000000, 2.639895, 6, 1.360206, 15690929.395151, 15690929.395151
Z2, 4, 4, 4K, 189544.000000, 0.005844, 32433949.349760, 32433944.000000, 2.639895, 6, 1.360206, 15001228.692655, 15001228.692655
Z2, 5, 4, 4K, 195072.000000, 0.005662, 34452843.518191, 34452840.000000, 2.639895, 6, 1.360206, 15405007.526341, 15405007.526341
Z2, 6, 4, 4K, 195552.000000, 0.005429, 36019893.166329, 36019888.000000, 2.639895, 6, 1.360206, 15718417.455969, 15718417.455969
Z2, 7, 4, 4K, 180048.000000, 0.005153, 34940423.054531, 34940416.000000, 2.639895, 6, 1.360206, 15502523.433609, 15502523.433609
Z3, 0, 4, 4K, 127936.000000, 0.015998, 7996999.624953, 7996992.000000, 2.639895, 6, 1.360206, 10113838.747694, 10113838.747694
Z3, 1, 4, 4K, 136872.000000, 0.004076, 33579980.372915, 33579976.000000, 2.639895, 6, 1.360206, 15230434.897286, 15230434.897286
Z3, 2, 4, 4K, 124992.000000, 0.004158, 30060606.060606, 30060600.000000, 2.639895, 6, 1.360206, 14526560.034824, 14526560.034824
Z3, 3, 4, 4K, 161536.000000, 0.005104, 31648902.821317, 31648896.000000, 2.639895, 6, 1.360206, 14844219.386966, 14844219.386966
Z3, 4, 4, 4K, 193000.000000, 0.005541, 34831257.895687, 34831256.000000, 2.639895, 6, 1.360206, 15480690.401840, 15480690.401840
Z3, 5, 4, 4K, 190680.000000, 0.005607, 34007490.636704, 34007488.000000, 2.639895, 6, 1.360206, 15315936.950044, 15315936.950044
Z3, 6, 4, 4K, 128040.000000, 0.004479, 28586738.111186, 28586736.000000, 2.639895, 6, 1.360206, 14231786.444940, 14231786.444940
Z3, 7, 4, 4K, 136240.000000, 0.004937, 27595705.894268, 27595704.000000, 2.639895, 6, 1.360206, 14033580.001557, 14033580.001557
Z3, 8, 4, 4K, 125512.000000, 0.005040, 24903174.603175, 24903168.000000, 2.639895, 6, 1.360206, 13495073.743338, 13495073.743338
Z3, 9, 4, 4K, 136008.000000, 0.004921, 27638284.901443, 27638280.000000, 2.639895, 6, 1.360206, 14042095.802992, 14042095.802992
Z3, 10, 4, 4K, 160080.000000, 0.005239, 30555449.513266, 30555448.000000, 2.639895, 6, 1.360206, 14625528.725356, 14625528.725356
Z3, 11, 4, 4K, 142256.000000, 0.004781, 29754444.676846, 29754440.000000, 2.639895, 6, 1.360206, 14465327.758072, 14465327.758072
